CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer;BirthDateDay;BirthDateMonth;BirthDateYear;AgeRange
12969;68;AW00012969;;Richard;;Rodriguez;0;M;;M;richard14@adventure-works.com;40000;4;2;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;9639 M St.;;274-555-0181;11/16/2007;0-1 Miles;North America;64;0;2;6;1960;61-70
12970;68;AW00012970;;Angela;R;Powell;0;S;;F;angela11@adventure-works.com;40000;4;2;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;5613 Gary Drive;;384-555-0196;11/1/07;2-5 Miles;North America;64;0;17;7;1960;61-70
12971;310;AW00012971;;Carl;K;Nara;0;M;;M;carl16@adventure-works.com;40000;0;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;0;1;4945 Pennsylvania Blvd.;;250-555-0172;1/12/08;0-1 Miles;North America;64;0;2;3;1960;61-70
12972;49;AW00012972;;Carolyn;S;Suri;0;S;;F;carolyn1@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;6831 Boxwood Drive;;255-555-0127;11/22/2007;0-1 Miles;North America;57;0;22;6;1967;51-60
12973;634;AW00012973;;Adrian;B;Howard;0;S;;M;adrian13@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;9623 Dennis Circle;;341-555-0183;4/26/2008;2-5 Miles;North America;57;0;12;3;1967;51-60
12974;307;AW00012974;;Marc;;Gill;0;S;;M;marc17@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;1;9800 St. George Dr;;177-555-0114;7/18/2008;2-5 Miles;North America;57;0;28;2;1967;51-60
12975;312;AW00012975;;Marcus;L;Wilson;0;S;;M;marcus7@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;6891 Ham Drive;;914-555-0180;7/13/2006;0-1 Miles;North America;57;1;18;4;1967;51-60
12976;337;AW00012976;;Hunter;;Thompson;0;S;;M;hunter47@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;1389 Walters Way;;665-555-0163;3/5/08;2-5 Miles;North America;57;0;21;6;1967;51-60
12977;338;AW00012977;;Destiny;;Johnson;0;S;;F;destiny1@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;0;1;4557 Redwood Road;;307-555-0124;9/7/07;2-5 Miles;North America;57;0;23;2;1967;51-60
12980;612;AW00012980;;Max;C;Moyer;0;M;;M;max10@adventure-works.com;80000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;22 Geary;;370-555-0126;7/8/06;0-1 Miles;North America;65;1;14;8;1959;61-70
12981;302;AW00012981;;Joe;;Sanz;0;S;;M;joe43@adventure-works.com;80000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;6696 Park Highlands Blvd.;;729-555-0156;7/23/2006;0-1 Miles;North America;65;1;16;4;1959;61-70
12982;312;AW00012982;;Brittany;M;Patterson;0;M;;F;brittany9@adventure-works.com;80000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;5282 Book Pl;;662-555-0186;3/2/08;2-5 Miles;North America;66;0;20;5;1958;61-70
12983;329;AW00012983;;Gabriella;;Carter;0;M;;F;gabriella33@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;6854 Muir Road;;962-555-0178;9/4/07;2-5 Miles;North America;65;0;21;12;1958;61-70
12984;62;AW00012984;;Adam;;Young;0;M;;M;adam48@adventure-works.com;60000;1;0;Bachelors;Licenciatura;Bac + 4;Professional;Profesional;Cadre;1;1;2534 Coggins Drive;;156-555-0183;8/7/07;2-5 Miles;North America;66;0;6;2;1958;61-70
12985;337;AW00012985;;Hailey;L;Roberts;0;M;;F;hailey46@adventure-works.com;70000;5;4;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;867 Calico Way;;191-555-0114;1/20/2008;2-5 Miles;North America;66;0;11;5;1958;61-70
12986;60;AW00012986;;Rachel;L;Garcia;0;M;;F;rachel19@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Professional;Profesional;Cadre;1;0;8403 Esperanza;;429-555-0199;9/7/07;0-1 Miles;North America;66;1;7;9;1958;61-70
13014;614;AW00013014;;James;E;Clark;0;M;;M;james92@adventure-works.com;100000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5124 Palmer Rd.;;336-555-0177;11/7/07;0-1 Miles;North America;56;0;13;7;1968;51-60
13015;542;AW00013015;;Rebecca;L;Parker;0;S;;F;rebecca10@adventure-works.com;100000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;3;8138 Brook Way;;936-555-0190;8/1/07;1-2 Miles;North America;56;0;11;7;1968;51-60
13016;644;AW00013016;;Antonio;R;Bryant;0;M;;M;antonio18@adventure-works.com;110000;1;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;7482 Melody;;110-555-0188;7/14/2006;1-2 Miles;North America;56;1;4;7;1968;51-60
13017;311;AW00013017;;Xavier;A;Alexander;0;M;;M;xavier59@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;9072 U St.;;806-555-0199;2/20/2008;5-10 Miles;North America;45;0;16;2;1979;40-50
13019;358;AW00013019;;Destiny;A;Murphy;0;S;;F;destiny31@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;2012 Reisling Court;;875-555-0171;7/15/2006;5-10 Miles;North America;45;1;1;3;1979;40-50
13020;6;AW00013020;Ms.;Madalena;J.;Sanchez;0;M;;M;madalena0@adventure-works.com;10000;2;1;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;1;2;6537 N Ranchford Court;;749-555-0100;10/3/06;5-10 Miles;Pacific;79;1;10;5;1945;71-80
13027;60;AW00013027;;Jeremy;;Patterson;0;S;;M;jeremy27@adventure-works.com;40000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;1;2;9412 Alhambra Avenue;;924-555-0142;2/12/08;5-10 Miles;North America;46;1;11;12;1977;40-50
13028;626;AW00013028;;Dalton;Y;Thompson;0;S;;M;dalton14@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;5489 Patterson Blvd.;;644-555-0185;6/24/2008;5-10 Miles;North America;47;0;17;9;1977;40-50
13029;632;AW00013029;;Jennifer;;Foster;0;S;;F;jennifer89@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;4581 Coggins Drive;;234-555-0149;7/23/2006;1-2 Miles;North America;47;1;5;9;1977;40-50
13030;312;AW00013030;;Sophia;C;Lopez;0;S;;F;sophia19@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;4855 Wawona Lane;;123-555-0170;3/12/08;5-10 Miles;North America;47;0;13;7;1977;40-50
13031;335;AW00013031;;Hunter;;Shan;0;S;;M;hunter26@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;6671 Santa Barbara;;653-555-0115;9/26/2007;1-2 Miles;North America;47;0;16;2;1977;40-50
13032;343;AW00013032;;Kevin;;Baker;0;M;;M;kevin45@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;8614 Lagoon Court;;489-555-0119;7/3/06;5-10 Miles;North America;47;1;9;4;1977;40-50
13033;348;AW00013033;;Xavier;L;Gonzalez;0;S;;M;xavier31@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;8475 Riverwood Circle;;544-555-0195;7/20/2008;1-2 Miles;North America;48;0;20;11;1976;40-50
13052;536;AW00013052;;Jared;;Morris;0;S;;M;jared20@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;9593 Delaware Dr.;;849-555-0125;11/6/07;5-10 Miles;North America;49;0;11;11;1975;40-50
13053;609;AW00013053;;Vincent;;Lu;0;S;;M;vincent11@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;2;923 Woodbury Place;;971-555-0119;9/8/07;1-2 Miles;North America;49;0;16;5;1975;40-50
13054;612;AW00013054;;Bryce;C;Ward;0;M;;M;bryce11@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;5898 Heritage Oaks;;732-555-0112;6/14/2008;5-10 Miles;North America;49;0;17;9;1975;40-50
13055;543;AW00013055;;Patrick;J;Gray;0;S;;M;patrick12@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;648 Ridgewood Dr.;;169-555-0159;7/16/2006;5-10 Miles;North America;49;1;19;10;1975;40-50
13056;553;AW00013056;;Morgan;A;Blue;0;S;;F;morgan52@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;59 Sharon Place;;190-555-0127;7/9/06;5-10 Miles;North America;49;1;23;9;1975;40-50
13057;299;AW00013057;;Destiny;;Powell;0;S;;F;destiny57@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3200 Glenmount Drive;;832-555-0190;7/9/06;5-10 Miles;North America;49;1;21;6;1975;40-50
13058;307;AW00013058;;Ramon;;Huang;0;M;;M;ramon5@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;623 Chestnut Ave;;144-555-0194;7/20/2006;5-10 Miles;North America;49;1;16;8;1975;40-50
13059;310;AW00013059;;Keith;;Deng;0;M;;M;keith3@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4551 Thistle Circle;;439-555-0122;7/4/06;5-10 Miles;North America;49;1;15;2;1975;40-50
13060;311;AW00013060;;Eugene;D;Zhu;0;M;;M;eugene18@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;1292 Marsh Elder;;246-555-0155;7/7/06;5-10 Miles;North America;49;1;9;6;1975;40-50
13061;348;AW00013061;;Ethan;;Anderson;0;S;;M;ethan43@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;1092 Pinole Valley Rd.;;947-555-0130;3/9/08;1-2 Miles;North America;50;0;1;6;1974;40-50
13062;631;AW00013062;;Eduardo;;Williams;0;S;;M;eduardo2@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;1542 Orangewood Dr;;694-555-0193;7/1/06;5-10 Miles;North America;50;1;9;7;1974;40-50
13063;631;AW00013063;;Jessica;;Johnson;0;S;;F;jessica48@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8060 Roslyn Drive;;156-555-0112;7/11/06;5-10 Miles;North America;50;1;14;3;1974;40-50
13064;611;AW00013064;;Dalton;;Parker;0;S;;M;dalton42@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;3561 East Avenue;;535-555-0190;7/22/2006;1-2 Miles;North America;50;1;17;3;1974;40-50
13065;59;AW00013065;;Morgan;;Gonzalez;0;S;;F;morgan14@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;239 Stephanie Way;;946-555-0113;12/9/07;1-2 Miles;North America;50;1;21;4;1974;40-50
13066;542;AW00013066;;Carson;C;Perry;0;S;;M;carson6@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;6545 N Ridgewood Dr.;;284-555-0145;7/19/2006;1-2 Miles;North America;50;1;25;9;1974;40-50
13067;612;AW00013067;;Olivia;S;Garcia;0;S;;F;olivia15@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4605 Springvale Court;;819-555-0179;7/22/2006;5-10 Miles;North America;49;1;25;11;1974;40-50
13068;298;AW00013068;;Alexandria;;Morris;0;S;;F;alexandria39@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;7320 Blocking Circle;;862-555-0112;7/12/06;1-2 Miles;North America;50;1;18;2;1974;40-50
13069;609;AW00013069;;Adam;M;Green;0;M;;M;adam45@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;9808 Virginia Circle;;464-555-0196;7/17/2006;5-10 Miles;North America;50;1;19;8;1974;40-50
13070;542;AW00013070;;Emma;D;Clark;0;S;;F;emma18@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;3709 Leonard Ct.;;155-555-0135;9/19/2007;5-10 Miles;North America;51;0;18;10;1973;51-60
13071;69;AW00013071;;Thomas;;Walker;0;M;;M;thomas82@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;2;2637 Broadway St.;;173-555-0112;11/29/2007;5-10 Miles;North America;51;0;11;5;1973;51-60
13072;543;AW00013072;;Emma;J;Rogers;0;S;;F;emma27@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;6277 Greenview Court;;580-555-0168;12/31/2007;5-10 Miles;North America;51;0;2;11;1973;51-60
13073;368;AW00013073;;Sydney;;Lopez;0;M;;F;sydney62@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;3782 Fox Way;;920-555-0185;5/9/08;5-10 Miles;North America;48;0;12;1;1976;40-50
13074;372;AW00013074;;Grace;A;Hughes;0;M;;F;grace59@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;6835 Lynwood Drive;;867-555-0182;11/3/07;5-10 Miles;North America;48;0;12;9;1976;40-50
13083;644;AW00013083;;Jordyn;;Butler;0;S;;F;jordyn14@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;3838 Sanford St;;685-555-0165;7/14/2006;5-10 Miles;North America;51;1;26;2;1973;51-60
13084;59;AW00013084;;Luis;;Hughes;0;S;;M;luis10@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;1160 Via Del Sol;;136-555-0168;12/11/07;1-2 Miles;North America;50;1;14;10;1974;40-50
13085;611;AW00013085;;Daniel;T;Harris;0;S;;M;daniel10@adventure-works.com;30000;0;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;9605 Mcelroy Court;;101-555-0119;7/4/06;5-10 Miles;North America;50;1;19;3;1974;40-50
13086;626;AW00013086;;Blake;I;Nelson;0;S;;M;blake36@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;5414 Camel Place;;629-555-0193;7/27/2006;5-10 Miles;North America;50;1;20;5;1974;40-50
13087;546;AW00013087;;Jeremy;;Collins;0;S;;M;jeremy19@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;2;6296 Elmonte Drive;;779-555-0186;7/29/2006;5-10 Miles;North America;50;1;8;11;1974;40-50
13088;638;AW00013088;;Megan;;Powell;0;S;;F;megan58@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;3238 Laguna Circle;;807-555-0130;7/31/2006;1-2 Miles;North America;50;1;23;2;1974;40-50
13092;352;AW00013092;;William;E;Walker;0;M;;M;william29@adventure-works.com;130000;0;1;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;4;3332 Green Valley Road;;894-555-0145;8/30/2007;0-1 Miles;North America;58;0;4;11;1966;51-60
13093;631;AW00013093;;Michelle;M;James;0;S;;F;michelle9@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;9772 Mountain View Drive;;471-555-0167;7/5/06;1-2 Miles;North America;67;1;15;10;1957;61-70
13094;385;AW00013094;;Antonio;;Diaz;0;M;;M;antonio22@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;6373 Berrellesa St.;;469-555-0172;7/12/08;5-10 Miles;North America;67;0;23;3;1957;61-70
13095;64;AW00013095;;Jordan;;Griffin;0;S;;M;jordan18@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;2785 Snow Drive;;160-555-0138;8/13/2007;5-10 Miles;North America;67;0;24;7;1957;61-70
13096;50;AW00013096;;Jonathan;G;Chen;0;M;;M;jonathan24@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;7289 Las Quebrados Ln;;513-555-0125;4/17/2008;1-2 Miles;North America;67;0;20;10;1957;61-70
13097;310;AW00013097;;Dalton;E;Hughes;0;M;;M;dalton57@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;6457 Appalachian Dr.;;219-555-0166;10/10/07;5-10 Miles;North America;67;0;14;5;1957;61-70
13098;616;AW00013098;;Miguel;Z;Russell;0;M;;M;miguel66@adventure-works.com;60000;2;0;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;1288 Vista Del Rio;;196-555-0169;11/9/07;5-10 Miles;North America;67;0;7;10;1957;61-70
13099;448;AW00013099;;Jay;N;Romero;0;M;;M;jay38@adventure-works.com;70000;3;2;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;0;5740 Elderwood Dr;;977-555-0126;11/4/07;0-1 Miles;North America;67;0;4;8;1957;61-70
13100;347;AW00013100;;Jeremy;M;Perez;0;M;;M;jeremy14@adventure-works.com;80000;2;1;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;0;3595 Santa Fe;;149-555-0119;10/19/2007;0-1 Miles;North America;67;1;16;7;1957;61-70
13101;52;AW00013101;;Alex;K;Sanchez;0;S;;M;alex21@adventure-works.com;90000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;3164 San Simeon Dr.;;793-555-0179;10/5/07;2-5 Miles;North America;67;1;7;10;1957;61-70
13102;545;AW00013102;;Mariah;M;Bryant;0;S;;F;mariah23@adventure-works.com;90000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;4428 C St.;;202-555-0153;10/10/07;2-5 Miles;North America;67;1;19;9;1957;61-70
13142;347;AW00013142;;Xavier;L;Moore;0;M;;M;xavier6@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;1;7489 Relief Valley Ct;;647-555-0131;7/3/06;5-10 Miles;North America;49;1;23;3;1975;40-50
13143;51;AW00013143;;Hannah;G;Jackson;0;M;;F;hannah11@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3486 Flora Ave.;;565-555-0181;2/3/08;5-10 Miles;North America;49;1;6;2;1975;40-50
13144;62;AW00013144;;Destiny;;Stewart;0;S;;F;destiny23@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;557 Diver Way;;333-555-0116;9/7/07;0-1 Miles;North America;48;0;27;8;1976;40-50
13145;514;AW00013145;;Gilbert;;Xu;0;M;;M;gilbert9@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;7779 Merry Drive;;798-555-0118;5/7/08;5-10 Miles;North America;48;1;22;1;1976;40-50
13146;536;AW00013146;;Gabriella;M;Ramirez;0;S;;F;gabriella4@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;1192 Tosca Way;;612-555-0170;11/19/2007;0-1 Miles;North America;48;0;15;5;1976;40-50
13147;301;AW00013147;;Cedric;C;Lin;0;M;;M;cedric8@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;3337 Northpoint Ct;;750-555-0147;12/8/07;0-1 Miles;North America;44;0;23;8;1980;40-50
13148;71;AW00013148;;Tyler;E;Anderson;0;M;;M;tyler18@adventure-works.com;30000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;4824 Kirkwood Ct.;;399-555-0164;9/19/2007;5-10 Miles;North America;44;1;1;4;1980;40-50
13151;337;AW00013151;;Ethan;M;Moore;0;S;;M;ethan41@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;9556 Baltic Sea Ct.;;548-555-0113;6/6/08;5-10 Miles;North America;45;0;6;12;1978;40-50
13152;348;AW00013152;;Gabrielle;;Butler;0;M;;F;gabrielle36@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;6787 Pheasant Circle;;746-555-0115;7/17/2006;5-10 Miles;North America;46;1;16;2;1978;40-50
13153;612;AW00013153;;Jack;N;Hill;0;S;;M;jack49@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;3280 Harmony Way;;705-555-0139;8/16/2007;5-10 Miles;North America;45;0;18;10;1979;40-50
13154;614;AW00013154;;Aaron;;Lal;0;M;;M;aaron29@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;0;2;7196 Glen Wood Drive;;605-555-0159;5/8/08;0-1 Miles;North America;45;1;22;7;1979;40-50
13161;539;AW00013161;;Jose;M;Moore;0;M;;M;jose68@adventure-works.com;40000;0;0;High School;Educaci¢n secundaria;Bac + 2;Skilled Manual;Obrero especializado;Technicien;1;2;8568 Wellington Ct.;;149-555-0167;7/12/06;5-10 Miles;North America;48;1;24;4;1976;40-50
13162;311;AW00013162;;Nina;;Nath;0;S;;F;nina18@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;4101 Buckthorn Court;;537-555-0125;1/17/2008;5-10 Miles;North America;48;0;22;4;1976;40-50
13163;314;AW00013163;;Noah;M;Lopez;0;M;;M;noah53@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;2847 Center Ave;;707-555-0189;12/1/07;5-10 Miles;North America;48;0;9;3;1976;40-50
13164;315;AW00013164;;Olivia;A;Ward;0;S;;F;olivia38@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;4259 Fenway;;966-555-0173;1/1/08;5-10 Miles;North America;48;0;4;5;1976;40-50
13165;334;AW00013165;;Wyatt;V;Walker;0;S;;M;wyatt24@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;1884 Scramble Road;;188-555-0134;7/17/2006;1-2 Miles;North America;48;1;21;9;1976;40-50
13166;343;AW00013166;;Kyle;;Chen;0;M;;M;kyle21@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;8354 Sugar Valley Blv.;;751-555-0117;9/23/2007;1-2 Miles;North America;48;0;13;3;1976;40-50
13167;311;AW00013167;;Mario;T;Tang;0;S;;M;mario3@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;0;1;4108 Yukon Street;;539-555-0165;5/9/08;1-2 Miles;North America;50;0;4;7;1974;40-50
13168;369;AW00013168;;Hannah;A;Price;0;S;;F;hannah23@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Skilled Manual;Obrero especializado;Technicien;1;1;8586 D Kiska Ct.;;657-555-0114;3/29/2008;5-10 Miles;North America;50;0;19;3;1974;40-50
13169;545;AW00013169;;Caleb;;Griffin;0;S;;M;caleb17@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;2288 Gingham Way;;843-555-0112;12/7/07;1-2 Miles;North America;52;0;3;3;1972;51-60
13170;300;AW00013170;;Sebastian;E;Reed;0;S;;M;sebastian19@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;6912 Old Oak Drive;;989-555-0140;9/29/2007;1-2 Miles;North America;52;0;8;1;1972;51-60
13171;343;AW00013171;;Catherine;C;Torres;0;S;;F;catherine12@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;1;2573 Ashford Court;;293-555-0184;8/3/07;1-2 Miles;North America;56;0;8;6;1968;51-60
13172;626;AW00013172;;Isabella;D;Cook;0;S;;F;isabella86@adventure-works.com;80000;0;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;1;5998 Hilltop Road;;248-555-0151;4/8/08;1-2 Miles;North America;56;0;18;9;1968;51-60
