CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;Region;Age;BikeBuyer
13469;642;AW00013469;None;Bryce;L;Bailey;0;1960-10-10;S;None;M;bryce15@adventure-works.com;100000;0;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;1;1;3673 Serrana Court;None;345-555-0161;7/19/2008;5-10 Miles;North America;64;0
13471;326;AW00013471;None;Eric;None;Bryant;0;1960-04-02;M;None;M;eric25@adventure-works.com;120000;1;3;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;4;3187 Hackamore Lane;None;946-555-0134;11/21/2007;2-5 Miles;North America;64;0
13472;343;AW00013472;None;Simon;None;Pearson;0;1954-08-11;M;None;M;simon3@adventure-works.com;80000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;2450 Bryce Dr.;None;440-555-0185;12/26/2007;5-10 Miles;North America;70;1
13473;312;AW00013473;None;Logan;A;Hill;0;1954-03-05;M;None;M;logan39@adventure-works.com;80000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;5013 C Mt. Hood Ct.;None;228-555-0179;12/11/07;1-2 Miles;North America;70;1
13474;63;AW00013474;None;Elizabeth;L;Hall;0;1954-06-24;M;None;F;elizabeth28@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;2934 Sycamore Drive;None;366-555-0193;11/8/07;1-2 Miles;North America;70;0
13475;355;AW00013475;None;Charles;None;Allen;0;1954-05-05;M;None;M;charles29@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;4635 Woodside Court;None;578-555-0118;6/12/08;5-10 Miles;North America;70;0
13476;368;AW00013476;None;Timothy;M;Hall;0;1954-08-21;M;None;M;timothy46@adventure-works.com;60000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;0;2;9334 Carpetta Circle;None;171-555-0114;12/19/2007;1-2 Miles;North America;70;0
13477;329;AW00013477;None;Katherine;None;Wood;0;1954-06-28;M;None;F;katherine27@adventure-works.com;70000;3;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;0;9228 Via Del Sol;None;217-555-0118;10/30/2006;1-2 Miles;North America;70;1
13478;633;AW00013478;None;Alexia;E;Coleman;0;1954-05-07;S;None;F;alexia6@adventure-works.com;70000;3;1;High School;Educaci¢n secundaria;Bac + 2;Professional;Profesional;Cadre;1;0;9596 Pass;None;678-555-0139;10/15/2006;5-10 Miles;North America;70;1
13479;335;AW00013479;None;Katelyn;None;Rogers;0;1953-04-23;S;None;F;katelyn19@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;9924 Muir Rd.;None;201-555-0164;2/24/2008;5-10 Miles;North America;71;0
13480;299;AW00013480;None;Anna;P;Rodriguez;0;1953-02-10;S;None;F;anna58@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;8532 Monterey Ave;None;137-555-0127;11/21/2007;1-2 Miles;North America;71;0
13481;307;AW00013481;None;Hunter;None;Hernandez;0;1953-07-06;M;None;M;hunter44@adventure-works.com;70000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;3861 Las Lomas Way;None;115-555-0196;7/13/2008;5-10 Miles;North America;71;0
13482;299;AW00013482;None;Haley;None;Bryant;0;1952-09-19;M;None;F;haley37@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;9990 Sunny Ave;None;344-555-0198;10/4/06;5-10 Miles;North America;72;1
13483;626;AW00013483;None;Christian;M;Lal;0;1952-09-08;M;None;M;christian15@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Professional;Profesional;Cadre;0;2;6807 Rambling Rose Drive;None;423-555-0171;1/22/2008;1-2 Miles;North America;72;0
13484;298;AW00013484;None;Marcus;L;Martinez;0;1937-06-08;S;None;M;marcus18@adventure-works.com;110000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;4;7959 Driving Drive;None;423-555-0177;11/13/2006;5-10 Miles;North America;87;1
13485;307;AW00013485;None;Thomas;J;Allen;0;1937-10-25;M;None;M;thomas83@adventure-works.com;130000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;288 Almaden Dr.;None;599-555-0119;8/19/2007;0-1 Miles;North America;87;0
13486;49;AW00013486;None;Rebekah;None;Gomez;0;1937-07-12;S;None;F;rebekah21@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;0;4;2656 Brook Way;None;125-555-0128;10/24/2007;0-1 Miles;North America;87;0
13487;372;AW00013487;None;Emily;T;Martin;0;1937-08-09;M;None;F;emily15@adventure-works.com;150000;1;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;6899 Mendocino Drive;None;568-555-0112;11/30/2006;2-5 Miles;North America;87;1
13488;609;AW00013488;None;Laura;S;Guo;0;1938-06-15;M;None;F;laura23@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;4787 R St.;None;239-555-0137;12/14/2007;2-5 Miles;North America;86;0
13489;547;AW00013489;None;Jennifer;None;Walker;0;1939-08-14;M;None;F;jennifer50@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;237 Monte Vista Road;None;753-555-0111;11/4/06;5-10 Miles;North America;85;1
13490;368;AW00013490;None;Edward;None;Rodriguez;0;1939-04-18;M;None;M;edward42@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;8848 Auburn;None;656-555-0187;9/12/07;5-10 Miles;North America;85;0
13491;50;AW00013491;None;Natalie;None;Howard;0;1939-06-05;M;None;F;natalie14@adventure-works.com;120000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;7177 Santa Rosa;None;110-555-0176;8/3/07;2-5 Miles;North America;85;0
13492;301;AW00013492;None;Christian;C;Foster;0;1940-03-04;M;None;M;christian3@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;6843 Mountain View Blvd;None;650-555-0164;11/30/2006;0-1 Miles;North America;84;1
13512;211;AW00013512;Mr.;Ken;None;S nchez;0;1941-09-28;M;None;F;ken3@adventure-works.com;10000;2;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Manual;Obrero;Ouvrier;1;1;2, rue Malar;None;967-555-0100;2/7/08;2-5 Miles;Europe;83;0
13566;161;AW00013566;Mr.;Mikael;None;Sandberg;0;1951-06-26;S;None;F;mikael1@adventure-works.com;10000;3;0;High School;Educaci¢n secundaria;Bac + 2;Manual;Obrero;Ouvrier;1;2;Roástr 6642;None;854-555-0100;12/25/2007;0-1 Miles;Europe;73;0
13652;536;AW00013652;None;Tamara;A;Zeng;0;1941-08-25;M;None;F;tamara11@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;5243 Miguel Drive;None;818-555-0163;11/9/07;5-10 Miles;North America;83;0
13653;612;AW00013653;None;Tony;None;Chander;0;1941-03-25;M;None;M;tony18@adventure-works.com;90000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;6007 Concord Pl.;None;253-555-0173;11/14/2006;1-2 Miles;North America;83;1
13654;609;AW00013654;None;Shawn;R;Andersen;0;1941-02-05;M;None;M;shawn15@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;233 Waterview Terr.;None;116-555-0136;1/9/08;1-2 Miles;North America;83;0
13655;609;AW00013655;None;Christopher;L;Walker;0;1941-01-03;M;None;M;christopher23@adventure-works.com;100000;2;3;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;3;7646 H Stagecoach Rd;None;102-555-0150;5/9/08;5-10 Miles;North America;83;0
13657;543;AW00013657;None;Kaylee;M;Collins;0;1941-03-15;S;None;F;kaylee22@adventure-works.com;110000;2;4;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gesti¢n;Direction;1;2;4755 Easley Drive;None;169-555-0199;11/1/06;5-10 Miles;North America;83;1
13658;634;AW00013658;None;Wyatt;J;Bennett;0;1941-03-13;M;None;M;wyatt53@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;9928 Stinson;None;198-555-0197;11/14/2006;0-1 Miles;North America;83;1
13659;607;AW00013659;None;Clayton;None;Shan;0;1941-10-18;M;None;M;clayton28@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;4;6709 Prestwick Ave;None;396-555-0111;12/7/07;5-10 Miles;North America;83;0
13660;53;AW00013660;None;Ethan;None;Davis;0;1942-03-09;M;None;M;ethan37@adventure-works.com;70000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gesti¢n;Direction;1;2;4054 Breck Court;None;225-555-0119;11/21/2007;10+ Miles;North America;82;1
13699;545;AW00013699;None;Rachel;None;Alexander;0;1975-01-22;S;None;F;rachel67@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;0;7429 La Cadena;None;114-555-0156;4/17/2008;0-1 Miles;North America;49;0
13700;314;AW00013700;None;Evan;S;Howard;0;1975-03-03;S;None;M;evan12@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;1506 Newton Way;None;852-555-0157;11/25/2006;1-2 Miles;North America;49;1
13701;56;AW00013701;None;Haley;None;Scott;0;1974-11-23;S;None;F;haley51@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;2905 Limeridge Drive;None;384-555-0163;11/1/07;0-1 Miles;North America;49;0
13702;307;AW00013702;None;Jessie;D;Suarez;0;1974-06-16;S;None;F;jessie38@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;2;431 Riverside Drive;None;226-555-0116;11/18/2006;1-2 Miles;North America;50;1
13703;623;AW00013703;None;Mackenzie;J;Sanders;0;1974-06-04;S;None;F;mackenzie2@adventure-works.com;30000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;6606 Thistle Circle;None;257-555-0122;11/7/07;0-1 Miles;North America;50;0
13704;644;AW00013704;None;Victoria;J;Davis;0;1974-09-10;S;None;F;victoria6@adventure-works.com;30000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9512 Sun View Court;None;355-555-0177;11/14/2006;1-2 Miles;North America;50;1
13705;547;AW00013705;None;Blake;None;Mitchell;0;1974-08-12;S;None;M;blake38@adventure-works.com;30000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;6441 Kathleen Drive;None;126-555-0148;11/16/2006;1-2 Miles;North America;50;1
13706;49;AW00013706;None;Kaitlyn;S;Peterson;0;1975-06-16;S;None;F;kaitlyn61@adventure-works.com;40000;3;3;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;2;7537 Kaski Lane;None;942-555-0153;5/31/2008;1-2 Miles;North America;49;1
13707;62;AW00013707;None;Austin;None;Smith;0;1975-11-19;M;None;M;austin39@adventure-works.com;40000;4;4;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;0;1;5287 Geary Road;None;802-555-0119;3/1/08;0-1 Miles;North America;49;0
13708;49;AW00013708;None;Jennifer;G;Bennett;0;1966-04-03;S;None;F;jennifer76@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;7769 Holton Court;None;101-555-0128;8/29/2007;0-1 Miles;North America;58;0
13709;51;AW00013709;None;Zachary;L;Robinson;0;1966-08-14;S;None;M;zachary49@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;8964 Mills Dr.;None;489-555-0170;5/14/2008;1-2 Miles;North America;58;1
13710;59;AW00013710;None;Destiny;M;Harris;0;1966-07-14;S;None;F;destiny13@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3142 Broadway St.;None;923-555-0137;5/2/08;1-2 Miles;North America;58;1
13711;62;AW00013711;None;Thomas;J;Mitchell;0;1966-08-01;S;None;M;thomas48@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;378 Canyon Road;None;948-555-0140;5/19/2008;1-2 Miles;North America;58;1
13712;536;AW00013712;None;Nancy;E;Martinez;0;1966-07-02;S;None;F;nancy21@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;5477 Limewood Place;None;162-555-0168;11/5/06;1-2 Miles;North America;58;1
13713;638;AW00013713;None;Alexander;M;Walker;0;1966-02-06;S;None;M;alexander10@adventure-works.com;60000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;8587 Glenside Ct.;None;640-555-0117;11/28/2006;1-2 Miles;North America;58;1
13714;545;AW00013714;None;Amanda;None;Ward;0;1953-07-18;M;None;F;amanda12@adventure-works.com;20000;2;0;High School;Educaci¢n secundaria;Bac + 2;Manual;Obrero;Ouvrier;0;2;8251 N. 447th St.;None;736-555-0119;11/12/06;1-2 Miles;North America;71;1
13715;307;AW00013715;None;Eduardo;None;Sanchez;0;1953-06-25;M;None;M;eduardo84@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;952 Norman Ave.;None;482-555-0136;12/25/2006;1-2 Miles;North America;71;1
13716;315;AW00013716;None;Brandon;None;Jai;0;1953-06-13;M;None;M;brandon28@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;1736 Canyon Rd;None;444-555-0138;12/14/2006;1-2 Miles;North America;71;1
13718;634;AW00013718;None;Marcus;None;Barnes;0;1953-08-24;M;None;M;marcus52@adventure-works.com;30000;1;0;Bachelors;Licenciatura;Bac + 4;Skilled Manual;Obrero especializado;Technicien;1;1;7861 Silverado Dr.;None;890-555-0111;12/2/06;1-2 Miles;North America;71;1
13719;51;AW00013719;None;Isaac;None;Carter;0;1954-11-27;M;None;M;isaac32@adventure-works.com;20000;2;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;4864 A St.;None;804-555-0164;11/27/2007;1-2 Miles;North America;69;1
13720;66;AW00013720;None;Cameron;R;Johnson;0;1954-09-19;M;None;M;cameron43@adventure-works.com;20000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Manual;Obrero;Ouvrier;0;2;2733 Del Mar Ave.;None;393-555-0165;3/16/2008;1-2 Miles;North America;70;1
13721;631;AW00013721;None;Lucas;A;Howard;0;1954-04-12;S;None;M;lucas83@adventure-works.com;20000;3;0;Partial High School;Educaci¢n secundaria (en curso);Niveau bac;Clerical;Administrativo;Employ‚;1;2;4750 Bay View Dr.;None;102-555-0126;12/20/2006;1-2 Miles;North America;70;1
13722;633;AW00013722;None;Luke;None;Campbell;0;1954-12-24;M;None;M;luke38@adventure-works.com;30000;1;0;High School;Educaci¢n secundaria;Bac + 2;Manual;Obrero;Ouvrier;1;1;6594 Jefferson St.;None;908-555-0194;12/23/2006;1-2 Miles;North America;69;1
13723;301;AW00013723;None;Leonard;D;Raje;0;1954-08-06;M;None;M;leonard15@adventure-works.com;30000;1;0;High School;Educaci¢n secundaria;Bac + 2;Clerical;Administrativo;Employ‚;1;1;3675 Palms Dr;None;346-555-0178;5/4/08;5-10 Miles;North America;70;0
13724;339;AW00013724;None;Charles;J;Thompson;0;1954-02-11;M;None;M;charles19@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;5455 Via Romero;None;647-555-0123;12/12/06;0-1 Miles;North America;70;1
13726;374;AW00013726;None;Austin;C;Lewis;0;1954-07-04;M;None;M;austin36@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;5840 Falcon Dr.;None;764-555-0170;12/16/2006;0-1 Miles;North America;70;1
13727;299;AW00013727;None;Paula;A;Rubio;0;1955-04-08;M;None;F;paula22@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;1011 Yolanda Circle;None;200-555-0116;6/12/08;1-2 Miles;North America;69;0
13728;298;AW00013728;None;Taylor;None;Stewart;0;1955-08-26;M;None;F;taylor1@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;8678 Sierra Drive;None;158-555-0169;12/27/2006;0-1 Miles;North America;69;1
13730;609;AW00013730;None;Walter;E;Suarez;0;1955-12-25;M;None;M;walter12@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;6155 Buckthorn Court;None;187-555-0115;12/1/06;0-1 Miles;North America;68;1
13731;312;AW00013731;None;Jan;R;James;0;1955-04-18;S;None;F;jan6@adventure-works.com;80000;5;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7168 Belmont;None;606-555-0142;7/26/2008;0-1 Miles;North America;69;0
13733;612;AW00013733;None;Sydney;V;Collins;0;1956-09-21;M;None;F;sydney46@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;8127 Vista Del Rio;None;119-555-0140;12/3/06;0-1 Miles;North America;68;1
13734;299;AW00013734;None;Kristi;A;Gonzalez;0;1956-07-09;M;None;F;kristi36@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;2627 Holiday Hills Drive;None;350-555-0125;12/7/06;0-1 Miles;North America;68;1
13735;611;AW00013735;None;Dennis;None;Guo;0;1956-05-07;M;None;M;dennis19@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;7433 San Simeon Ct.;None;666-555-0181;12/5/06;0-1 Miles;North America;68;1
13736;372;AW00013736;None;Cole;R;Rivera;0;1956-01-24;M;None;M;cole17@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;9145 Paso Del Rio Way;None;846-555-0175;12/11/06;1-2 Miles;North America;68;1
13737;298;AW00013737;None;Garrett;None;Sanders;0;1956-11-24;M;None;M;garrett7@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;8243 Atrice Lane;None;170-555-0119;1/2/08;1-2 Miles;North America;67;0
13738;338;AW00013738;None;Jose;None;Young;0;1956-03-25;M;None;M;jose53@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;1893 Cranbrook Way;None;430-555-0186;7/19/2008;1-2 Miles;North America;68;0
13739;635;AW00013739;None;Jason;H;Coleman;0;1956-08-15;M;None;M;jason3@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;6985 Countrywood Ct;None;850-555-0191;2/25/2008;1-2 Miles;North America;68;0
13740;644;AW00013740;None;Jada;None;Ramirez;0;1957-10-07;M;None;F;jada3@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;9055 Calafia Ave;None;518-555-0124;3/1/08;1-2 Miles;North America;67;0
13741;329;AW00013741;None;Haley;A;Morgan;0;1957-10-19;M;None;F;haley4@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;306 Winter Drive;# 4d;116-555-0121;12/17/2006;0-1 Miles;North America;67;1
13742;611;AW00013742;None;Benjamin;None;Ross;0;1957-10-20;M;None;M;benjamin5@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;9256 Santa Fe Street;None;112-555-0135;1/22/2007;1-2 Miles;North America;67;1
13743;59;AW00013743;None;Isabella;None;Anderson;0;1957-10-22;M;None;F;isabella65@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;3746 Via Romero;None;139-555-0156;5/10/08;1-2 Miles;North America;67;1
13744;611;AW00013744;None;Alvin;C;Andersen;0;1957-10-12;M;None;M;alvin35@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;2583 Cypress Ave.;None;983-555-0121;1/29/2007;1-2 Miles;North America;67;1
13745;545;AW00013745;None;Andrew;J;Robinson;0;1957-01-28;M;None;M;andrew25@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;6387 Scenic Avenue;None;731-555-0172;1/28/2007;1-2 Miles;North America;67;1
13746;299;AW00013746;None;Janelle;E;Madan;0;1957-02-24;M;None;F;janelle7@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;5165 Halfmoon Court;None;304-555-0181;1/11/07;1-2 Miles;North America;67;1
13747;623;AW00013747;None;Brian;J;Torres;0;1957-10-11;M;None;M;brian16@adventure-works.com;40000;1;0;Partial College;Estudios universitarios (en curso);Baccalaur‚at;Clerical;Administrativo;Employ‚;1;1;9870 Santa Maria Ct.;None;327-555-0133;1/31/2007;1-2 Miles;North America;67;1
13748;635;AW00013748;None;Jos‚;A;Martinez;0;1958-04-10;M;None;M;jos‚79@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3539 Corte Poquito;None;351-555-0188;10/22/2007;1-2 Miles;North America;66;0
13749;302;AW00013749;None;Julio;C;Alonso;0;1958-09-22;M;None;M;julio8@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;8945 Euclid Ave.;None;175-555-0196;12/26/2007;1-2 Miles;North America;66;0
13750;611;AW00013750;None;Raymond;A;Sai;0;1958-06-03;M;None;M;raymond7@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;8569 W St.;None;340-555-0120;12/10/07;0-1 Miles;North America;66;0
13751;68;AW00013751;None;Allison;M;Rivera;0;1958-09-19;S;None;F;allison16@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7224 Wren Avenue;None;187-555-0150;12/22/2007;0-1 Miles;North America;66;0
13752;331;AW00013752;None;Isabella;L;Parker;0;1958-03-12;S;None;F;isabella38@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;5131 Rosemarie Place;None;257-555-0115;2/15/2008;0-1 Miles;North America;66;0
13753;355;AW00013753;None;Rebecca;None;Nicholls;0;1958-03-02;S;None;F;rebecca12@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;9505 Hargate Court;None;805-555-0178;7/31/2008;0-1 Miles;North America;66;0
13754;607;AW00013754;None;Paige;None;Peterson;0;1958-07-27;S;None;F;paige28@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3208 Two Bay Road;None;248-555-0136;6/20/2008;1-2 Miles;North America;66;0
13755;536;AW00013755;None;Luke;J;Roberts;0;1959-01-19;S;None;M;luke35@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;3693 Concord Ct.;None;533-555-0118;6/5/08;1-2 Miles;North America;65;0
13756;66;AW00013756;None;Kaylee;S;Young;0;1959-06-01;S;None;F;kaylee40@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;8356 Royal Ann Lane;None;631-555-0170;9/2/07;1-2 Miles;North America;65;0
13757;618;AW00013757;None;Jordyn;N;Griffin;0;1959-07-06;S;None;F;jordyn19@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;P.O. Box 9178;None;168-555-0121;2/7/08;0-1 Miles;North America;65;0
13758;51;AW00013758;None;Alexandria;A;Bell;0;1959-05-22;S;None;F;alexandria36@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;8346 Niagara Court;None;982-555-0174;8/8/07;1-2 Miles;North America;65;0
13760;52;AW00013760;None;Brian;L;Cooper;0;1959-06-24;M;None;M;brian20@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;0;0;4867 Rosebuck Way;None;346-555-0118;12/15/2007;0-1 Miles;North America;65;0
13762;62;AW00013762;None;Gavin;None;Long;0;1959-02-21;M;None;M;gavin9@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;7150 San Miguel Circle;None;259-555-0181;9/28/2007;1-2 Miles;North America;65;0
13763;648;AW00013763;None;Stephanie;D;Richardson;0;1959-10-11;S;None;F;stephanie15@adventure-works.com;60000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Skilled Manual;Obrero especializado;Technicien;1;0;1242 Frame Lane;None;578-555-0111;3/13/2008;1-2 Miles;North America;65;0
